image	chan	mean	median	sigma	min	max	noise	avgDev	mad	sqrtbwmv	location	scale
9	1	1.592906e-03	1.524257e-03	1.993702e-03	1.053049e-03	1.000000e+00	3.357949e-05	1.097609e-04	3.991902e-05	6.268872e-05	1.520987e-03	5.895391e-05
9	2	1.176927e-03	1.126449e-03	1.768139e-03	1.805394e-05	9.324062e-01	2.960925e-05	8.830737e-05	3.552659e-05	5.493261e-05	1.124259e-03	5.245589e-05
10	0	1.256787e-03	1.212579e-03	1.543261e-03	0.000000e+00	8.556686e-01	3.268138e-05	8.309119e-05	3.601317e-05	5.581003e-05	1.210356e-03	5.337925e-05
10	1	2.054497e-03	1.982787e-03	2.035976e-03	1.349017e-03	1.000000e+00	3.623295e-05	1.161356e-04	4.267268e-05	6.708677e-05	1.979242e-03	6.318559e-05
10	2	1.657325e-03	1.604460e-03	1.787114e-03	7.937258e-04	8.581571e-01	3.223958e-05	9.390966e-05	3.811163e-05	5.933661e-05	1.602122e-03	5.671031e-05
11	0	9.325788e-04	8.867868e-04	1.595853e-03	0.000000e+00	8.658843e-01	3.359903e-05	8.498931e-05	3.647037e-05	5.648249e-05	8.844877e-04	5.397010e-05
11	1	1.729555e-03	1.655349e-03	2.092145e-03	1.304907e-03	1.000000e+00	3.708747e-05	1.186582e-04	4.298322e-05	6.759735e-05	1.651827e-03	6.360301e-05
11	2	1.317347e-03	1.262774e-03	1.827989e-03	5.099585e-04	8.410215e-01	3.293976e-05	9.603777e-05	3.847280e-05	6.001580e-05	1.260308e-03	5.731950e-05
12	0	8.652316e-04	8.195511e-04	1.598788e-03	0.000000e+00	8.755707e-01	3.388759e-05	8.538048e-05	3.695755e-05	5.723338e-05	8.172525e-04	5.471515e-05
12	1	1.697240e-03	1.623348e-03	2.121703e-03	1.206753e-03	1.000000e+00	3.743103e-05	1.195927e-04	4.384204e-05	6.901277e-05	1.619681e-03	6.500181e-05
12	2	1.257300e-03	1.202771e-03	1.862419e-03	4.702955e-04	8.879918e-01	3.333698e-05	9.670030e-05	3.921521e-05	6.097328e-05	1.200330e-03	5.827738e-05
13	0	9.417579e-04	8.967955e-04	1.602770e-03	0.000000e+00	8.672342e-01	3.369473e-05	8.535346e-05	3.749852e-05	5.815617e-05	8.945494e-04	5.566841e-05
13	1	1.763460e-03	1.690817e-03	2.111754e-03	1.338775e-03	1.000000e+00	3.713654e-05	1.190230e-04	4.439750e-05	6.995838e-05	1.687275e-03	6.600333e-05
13	2	1.335147e-03	1.281865e-03	1.845653e-03	4.791692e-04	8.839833e-01	3.316324e-05	9.594152e-05	3.954015e-05	6.146997e-05	1.279441e-03	5.882399e-05
14	0	1.494346e-03	1.455448e-03	1.478220e-03	0.000000e+00	8.439834e-01	3.379195e-05	8.231728e-05	3.943457e-05	6.106504e-05	1.453475e-03	5.882819e-05
14	1	2.519288e-03	2.454171e-03	1.929294e-03	1.893592e-03	1.000000e+00	3.996631e-05	1.182398e-04	4.938482e-05	7.741711e-05	2.450636e-03	7.346429e-05
14	2	1.848195e-03	1.802128e-03	1.679026e-03	9.478083e-04	9.071851e-01	3.401195e-05	9.025388e-05	4.048424e-05	6.263510e-05	1.799959e-03	6.023627e-05
15	0	1.211129e-03	1.172297e-03	1.479815e-03	0.000000e+00	8.225790e-01	3.352320e-05	8.027832e-05	3.784146e-05	5.866594e-05	1.170296e-03	5.644580e-05
15	1	2.227909e-03	2.162135e-03	1.929152e-03	1.406601e-03	1.000000e+00	3.975529e-05	1.152103e-04	4.656978e-05	7.312275e-05	2.158516e-03	6.918397e-05
15	2	1.554409e-03	1.508218e-03	1.672756e-03	5.523015e-05	9.289958e-01	3.392842e-05	8.939802e-05	3.980942e-05	6.138854e-05	1.506019e-03	5.899154e-05
16	0	1.053588e-03	1.017123e-03	1.374159e-03	0.000000e+00	7.971433e-01	3.193624e-05	7.565265e-05	3.589446e-05	5.554248e-05	1.015268e-03	5.345812e-05
16	1	2.024352e-03	1.962311e-03	1.808644e-03	1.185755e-03	1.000000e+00	3.763524e-05	1.084810e-04	4.399342e-05	6.891045e-05	1.958980e-03	6.520106e-05
16	2	1.358780e-03	1.315262e-03	1.589662e-03	5.035606e-04	8.919855e-01	3.221999e-05	8.449906e-05	3.781086e-05	5.821741e-05	1.313204e-03	5.594623e-05
17	0	9.205547e-04	8.836343e-04	1.403916e-03	0.000000e+00	7.697855e-01	3.152764e-05	7.628099e-05	3.645880e-05	5.621244e-05	8.817431e-04	5.411678e-05
17	1	1.878920e-03	1.815960e-03	1.837681e-03	1.351322e-03	1.000000e+00	3.734131e-05	1.091811e-04	4.428026e-05	6.923157e-05	1.812472e-03	6.548243e-05
17	2	1.213140e-03	1.168947e-03	1.612423e-03	2.605465e-04	8.781267e-01	3.191196e-05	8.501928e-05	3.783395e-05	5.830870e-05	1.166894e-03	5.602981e-05
18	0	9.993466e-04	9.659467e-04	1.292404e-03	0.000000e+00	7.190672e-01	2.902370e-05	6.961180e-05	3.320202e-05	5.135554e-05	9.642092e-04	4.942939e-05
18	1	1.841086e-03	1.784186e-03	1.691509e-03	1.139949e-03	1.000000e+00	3.393929e-05	1.001329e-04	4.111027e-05	6.409906e-05	1.781046e-03	6.067360e-05
18	2	1.274975e-03	1.234870e-03	1.491605e-03	4.743686e-04	8.867835e-01	2.933394e-05	7.811534e-05	3.514332e-05	5.394951e-05	1.232950e-03	5.185328e-05
19	0	9.044878e-04	8.626910e-04	1.549456e-03	0.000000e+00	8.971089e-01	3.333405e-05	8.296469e-05	3.819227e-05	5.903730e-05	8.605098e-04	5.664017e-05
19	1	1.817837e-03	1.746879e-03	2.030954e-03	1.440847e-03	1.000000e+00	3.886064e-05	1.191718e-04	4.639681e-05	7.296894e-05	1.743125e-03	6.880485e-05
19	2	1.226116e-03	1.176188e-03	1.746238e-03	2.558471e-04	8.472551e-01	3.344779e-05	9.289660e-05	3.982589e-05	6.173114e-05	1.173829e-03	5.914940e-05
20	0	1.039773e-03	9.976157e-04	1.545006e-03	0.000000e+00	8.586673e-01	3.377114e-05	8.336611e-05	3.808217e-05	5.909318e-05	9.954736e-04	5.666956e-05
20	1	1.996250e-03	1.924875e-03	2.033968e-03	1.300936e-03	1.000000e+00	3.917864e-05	1.193292e-04	4.590504e-05	7.228726e-05	1.921127e-03	6.811429e-05
20	2	1.403060e-03	1.352339e-03	1.777080e-03	2.976086e-04	8.949767e-01	3.388119e-05	9.390635e-05	4.000420e-05	6.205601e-05	1.349928e-03	5.943493e-05
21	0	1.010215e-03	9.680541e-04	1.532398e-03	0.000000e+00	8.239874e-01	3.335731e-05	8.269016e-05	3.755431e-05	5.833286e-05	9.659169e-04	5.592441e-05
21	1	1.922250e-03	1.851220e-03	2.029707e-03	1.420982e-03	1.000000e+00	3.837760e-05	1.181357e-04	4.528967e-05	7.116085e-05	1.847442e-03	6.705651e-05
21	2	1.343664e-03	1.293290e-03	1.773949e-03	5.527292e-04	8.750972e-01	3.323587e-05	9.281212e-05	3.937851e-05	6.107801e-05	1.290884e-03	5.848698e-05
22	0	9.651449e-04	9.248380e-04	1.487749e-03	0.000000e+00	8.015319e-01	3.210617e-05	7.982962e-05	3.641624e-05	5.653961e-05	9.227672e-04	5.424792e-05
22	1	1.853345e-03	1.785280e-03	1.967890e-03	1.036477e-03	1.000000e+00	3.687520e-05	1.141259e-04	4.404612e-05	6.913481e-05	1.781715e-03	6.521826e-05
22	2	1.277043e-03	1.228707e-03	1.708086e-03	3.103413e-04	8.937454e-01	3.207507e-05	8.961267e-05	3.827262e-05	5.915368e-05	1.226415e-03	5.668126e-05
23	0	1.108929e-03	1.069661e-03	1.453074e-03	1.150354e-04	7.702796e-01	3.146178e-05	7.889516e-05	3.658036e-05	5.662108e-05	1.067642e-03	5.436691e-05
23	1	1.950142e-03	1.883937e-03	1.938542e-03	1.562114e-03	1.000000e+00	3.617729e-05	1.129194e-04	4.448150e-05	6.979397e-05	1.880461e-03	6.596614e-05
23	2	1.404426e-03	1.357359e-03	1.686893e-03	0.000000e+00	9.172348e-01	3.141221e-05	8.834778e-05	3.829678e-05	5.905959e-05	1.355192e-03	5.664862e-05
24	0	8.364630e-04	7.948538e-04	1.553019e-03	0.000000e+00	8.566914e-01	3.625130e-05	8.672263e-05	4.156830e-05	6.422415e-05	7.926750e-04	6.177981e-05
24	1	1.822101e-03	1.751070e-03	2.045499e-03	1.262755e-03	1.000000e+00	4.175235e-05	1.238730e-04	5.070880e-05	7.913729e-05	1.747286e-03	7.490295e-05
24	2	1.187047e-03	1.136734e-03	1.800223e-03	1.636398e-04	8.758941e-01	3.658838e-05	9.755010e-05	4.375746e-05	6.751063e-05	1.134355e-03	6.485898e-05
25	0	8.768448e-04	8.348568e-04	1.556296e-03	0.000000e+00	8.690087e-01	3.638135e-05	8.643731e-05	4.096679e-05	6.339763e-05	8.326765e-04	6.094404e-05
25	1	1.855494e-03	1.783767e-03	2.050523e-03	1.477642e-03	1.000000e+00	4.165878e-05	1.228561e-04	4.911803e-05	7.680441e-05	1.779947e-03	7.256676e-05
25	2	1.213033e-03	1.162635e-03	1.786884e-03	1.802725e-04	9.002040e-01	3.645981e-05	9.676248e-05	4.287319e-05	6.623089e-05	1.160212e-03	6.359339e-05
26	0	9.484439e-04	9.078449e-04	1.511587e-03	0.000000e+00	8.181790e-01	3.532978e-05	8.370725e-05	3.968935e-05	6.131799e-05	9.057302e-04	5.895080e-05
26	1	1.878665e-03	1.809522e-03	2.001296e-03	9.194610e-04	1.000000e+00	4.031092e-05	1.187964e-04	4.735244e-05	7.413926e-05	1.805762e-03	7.007847e-05
26	2	1.278710e-03	1.229825e-03	1.747101e-03	2.434611e-04	8.943705e-01	3.557650e-05	9.409754e-05	4.163944e-05	6.440155e-05	1.227475e-03	6.184508e-05
27	0	9.109989e-04	8.733389e-04	1.431879e-03	0.000000e+00	7.835703e-01	3.398494e-05	8.013397e-05	3.896135e-05	6.000523e-05	8.714219e-04	5.780351e-05
27	1	1.831598e-03	1.767706e-03	1.893769e-03	1.040446e-03	1.000000e+00	3.869763e-05	1.137206e-04	4.681094e-05	7.318363e-05	1.764232e-03	6.940479e-05
27	2	1.234356e-03	1.188962e-03	1.653019e-03	2.498364e-04	8.681452e-01	3.412568e-05	8.936071e-05	4.030259e-05	6.227687e-05	1.186824e-03	5.989161e-05
28	0	8.865700e-04	8.492194e-04	1.398134e-03	0.000000e+00	7.546229e-01	3.217708e-05	7.683529e-05	3.643201e-05	5.621278e-05	8.472872e-04	5.406336e-05
28	1	1.706497e-03	1.643294e-03	1.849170e-03	1.003247e-03	1.000000e+00	3.648684e-05	1.085784e-04	4.341684e-05	6.776644e-05	1.640028e-03	6.413147e-05
28	2	1.177500e-03	1.132724e-03	1.616168e-03	3.685532e-04	8.712806e-01	3.229441e-05	8.620034e-05	3.823182e-05	5.897969e-05	1.130599e-03	5.667221e-05
29	0	2.470878e-03	2.433641e-03	1.412931e-03	0.000000e+00	7.556930e-01	3.298460e-05	7.857717e-05	3.805081e-05	5.861187e-05	2.431707e-03	5.643682e-05
29	1	3.318125e-03	3.254900e-03	1.890837e-03	2.649545e-03	1.000000e+00	3.721139e-05	1.109334e-04	4.527343e-05	7.084555e-05	3.251516e-03	6.715940e-05
29	2	2.755159e-03	2.710241e-03	1.673322e-03	2.047159e-03	9.285695e-01	3.314878e-05	8.797995e-05	3.966880e-05	6.108925e-05	2.708154e-03	5.875176e-05
30	0	8.476931e-04	8.076152e-04	1.510709e-03	0.000000e+00	8.180534e-01	3.483026e-05	8.368897e-05	4.033913e-05	6.224795e-05	8.055381e-04	5.988992e-05
30	1	1.764261e-03	1.696229e-03	1.996540e-03	1.289925e-03	1.000000e+00	3.958271e-05	1.189687e-04	4.871357e-05	7.608344e-05	1.692532e-03	7.204660e-05
30	2	1.173280e-03	1.125184e-03	1.734016e-03	1.329397e-04	8.819821e-01	3.484361e-05	9.336197e-05	4.188235e-05	6.469859e-05	1.122876e-03	6.215546e-05
31	0	9.340565e-04	8.932173e-04	1.529105e-03	0.000000e+00	7.992901e-01	3.484250e-05	8.349808e-05	3.946702e-05	6.094648e-05	8.910898e-04	5.857715e-05
31	1	1.866731e-03	1.797475e-03	2.026244e-03	1.342385e-03	1.000000e+00	3.947089e-05	1.180618e-04	4.678290e-05	7.327531e-05	1.793828e-03	6.926069e-05
31	2	1.265373e-03	1.216349e-03	1.765330e-03	4.399989e-04	9.402989e-01	3.495830e-05	9.361985e-05	4.131192e-05	6.380656e-05	1.214027e-03	6.125401e-05
32	0	1.477114e-03	1.440628e-03	1.398684e-03	0.000000e+00	7.451195e-01	3.190932e-05	7.536882e-05	3.576496e-05	5.523516e-05	1.438729e-03	5.312050e-05
32	1	2.314433e-03	2.252481e-03	1.851878e-03	1.795694e-03	1.000000e+00	3.601343e-05	1.063059e-04	4.243854e-05	6.621535e-05	2.249266e-03	6.262710e-05
32	2	1.784451e-03	1.740625e-03	1.621586e-03	1.134829e-03	8.864723e-01	3.201212e-05	8.462968e-05	3.771083e-05	5.808211e-05	1.738579e-03	5.580622e-05
33	0	2.053128e-03	2.018752e-03	1.331724e-03	0.000000e+00	6.741829e-01	3.059766e-05	7.172677e-05	3.436565e-05	5.295778e-05	2.016972e-03	5.096112e-05
33	1	2.847696e-03	2.789224e-03	1.777977e-03	2.530532e-03	1.000000e+00	3.446677e-05	1.010829e-04	4.080141e-05	6.347443e-05	2.786200e-03	6.008532e-05
33	2	2.327972e-03	2.286749e-03	1.560624e-03	1.520681e-03	8.981291e-01	3.068205e-05	8.030022e-05	3.619218e-05	5.554996e-05	2.284854e-03	5.340761e-05
34	0	1.522602e-03	1.489277e-03	1.297709e-03	0.000000e+00	6.912030e-01	3.028041e-05	7.107718e-05	3.478100e-05	5.355333e-05	1.487552e-03	5.157250e-05
34	1	2.294032e-03	2.237510e-03	1.738576e-03	1.667449e-03	1.000000e+00	3.404337e-05	1.000490e-04	4.148830e-05	6.442960e-05	2.234406e-03	6.108782e-05
34	2	1.806864e-03	1.766610e-03	1.550360e-03	1.043534e-03	9.208962e-01	3.046620e-05	7.968713e-05	3.648798e-05	5.592827e-05	1.764644e-03	5.379102e-05
35	0	7.208526e-04	6.956735e-04	1.032266e-03	0.000000e+00	6.307811e-01	2.433236e-05	5.619659e-05	2.820541e-05	4.350837e-05	6.943443e-04	4.198607e-05
35	1	1.371107e-03	1.328054e-03	1.383411e-03	1.073088e-03	1.000000e+00	2.745846e-05	7.951916e-05	3.447891e-05	5.330022e-05	1.325680e-03	5.070134e-05
35	2	9.294407e-04	8.989943e-04	1.230099e-03	3.721110e-04	9.064849e-01	2.446395e-05	6.261605e-05	2.949491e-05	4.524307e-05	8.975057e-04	4.360284e-05
36	0	9.368346e-04	8.957952e-04	1.584240e-03	0.000000e+00	8.584333e-01	3.361461e-05	8.681244e-05	4.134193e-05	6.425580e-05	8.936442e-04	6.179231e-05
36	1	1.914612e-03	1.844366e-03	2.098972e-03	1.496709e-03	1.000000e+00	3.889459e-05	1.255133e-04	5.170706e-05	8.120253e-05	1.840563e-03	7.694743e-05
36	2	1.287350e-03	1.236796e-03	1.816584e-03	5.834866e-04	8.967379e-01	3.374524e-05	9.502002e-05	4.084036e-05	6.356002e-05	1.234366e-03	6.088376e-05
37	0	1.189745e-03	1.152142e-03	1.489816e-03	0.000000e+00	7.913334e-01	3.182043e-05	8.200376e-05	3.985092e-05	6.184408e-05	1.150159e-03	5.956932e-05
37	1	2.139644e-03	2.075577e-03	1.976237e-03	1.351633e-03	1.000000e+00	3.668476e-05	1.178668e-04	4.951693e-05	7.788792e-05	2.072040e-03	7.396807e-05
37	2	1.536235e-03	1.489925e-03	1.724860e-03	4.960271e-04	8.692136e-01	3.205120e-05	8.895373e-05	3.896986e-05	6.052565e-05	1.487753e-03	5.808316e-05
38	0	7.253376e-04	6.906702e-04	1.430277e-03	0.000000e+00	7.868092e-01	3.086725e-05	7.725710e-05	3.852138e-05	5.950224e-05	6.888444e-04	5.740696e-05
38	1	1.638807e-03	1.580491e-03	1.878779e-03	1.029311e-03	1.000000e+00	3.528757e-05	1.101710e-04	4.794682e-05	7.473000e-05	1.577245e-03	7.117211e-05
38	2	1.042275e-03	1.000669e-03	1.640135e-03	2.365413e-04	9.245462e-01	3.111578e-05	8.337860e-05	3.826007e-05	5.880969e-05	9.986579e-04	5.659147e-05
