image	chan	mean	median	sigma	min	max	noise	avgDev	mad	sqrtbwmv	location	scale
1	0	8.143940e-04	7.666023e-04	1.416606e-03	0.000000e+00	8.632219e-01	2.233931e-05	6.908348e-05	2.157266e-05	3.479486e-05	7.642276e-04	3.185674e-05
1	1	1.645874e-03	1.570854e-03	1.890503e-03	0.000000e+00	1.000000e+00	2.792320e-05	1.030001e-04	2.886916e-05	4.727076e-05	1.567033e-03	4.279111e-05
1	2	1.215903e-03	1.160606e-03	1.645653e-03	0.000000e+00	8.975614e-01	2.153952e-05	7.845921e-05	2.313481e-05	3.751786e-05	1.157930e-03	3.436475e-05
2	0	8.237271e-04	7.753878e-04	1.432836e-03	0.000000e+00	8.731118e-01	2.259526e-05	6.987497e-05	2.181977e-05	3.519347e-05	7.729860e-04	3.222172e-05
2	1	1.662427e-03	1.587408e-03	1.890471e-03	0.000000e+00	1.000000e+00	2.792274e-05	1.029984e-04	2.886889e-05	4.727007e-05	1.583588e-03	4.279041e-05
2	2	1.226987e-03	1.171067e-03	1.664192e-03	0.000000e+00	9.076706e-01	2.178218e-05	7.934311e-05	2.339535e-05	3.794050e-05	1.168361e-03	3.475186e-05
3	0	8.092777e-04	7.617865e-04	1.407702e-03	0.000000e+00	8.577963e-01	2.219891e-05	6.864928e-05	2.143702e-05	3.457614e-05	7.594267e-04	3.165652e-05
3	1	1.617862e-03	1.542840e-03	1.890556e-03	0.000000e+00	1.000000e+00	2.792398e-05	1.030030e-04	2.887005e-05	4.727212e-05	1.539019e-03	4.279229e-05
3	2	1.196134e-03	1.140914e-03	1.643384e-03	0.000000e+00	8.963058e-01	2.150982e-05	7.835102e-05	2.310285e-05	3.746612e-05	1.138241e-03	3.431736e-05
