image	chan	mean	median	sigma	min	max	noise	avgDev	mad	sqrtbwmv	location	scale
1	0	8.143940e-04	7.666023e-04	1.416606e-03	0.000000e+00	8.632219e-01	2.233931e-05	6.908348e-05	2.157266e-05	3.479486e-05	7.642276e-04	3.185674e-05
1	1	1.645874e-03	1.570854e-03	1.890503e-03	0.000000e+00	1.000000e+00	2.792320e-05	1.030001e-04	2.886916e-05	4.727076e-05	1.567033e-03	4.279111e-05
1	2	1.215903e-03	1.160606e-03	1.645653e-03	0.000000e+00	8.975614e-01	2.153952e-05	7.845921e-05	2.313481e-05	3.751786e-05	1.157930e-03	3.436475e-05
2	0	1.590088e-03	1.539363e-03	1.508031e-03	0.000000e+00	9.196559e-01	2.378106e-05	7.354302e-05	2.299949e-05	3.706886e-05	1.536691e-03	3.392554e-05
2	1	2.475225e-03	2.395092e-03	2.010442e-03	0.000000e+00	1.000000e+00	2.972532e-05	1.096423e-04	3.039535e-05	5.015559e-05	2.391252e-03	4.545383e-05
2	2	2.017507e-03	1.958641e-03	1.751862e-03	0.000000e+00	9.562124e-01	2.292966e-05	8.352289e-05	2.462786e-05	3.993921e-05	1.955793e-03	3.658260e-05
